"attribute_subset","conditioned_value","probability_of_condition","drift","mean","sd","max_value","max_attribute","min_value","min_attribute"
"period_vicprice_class","class=UP","0.42454204369896276","0.7820143884892087","0.03128057553956837","0.02989706428513663","0.1039568345323741","period='(0.606383-0.819149]'_vicprice='(0.003466-0.003468]'","0.001231558409909985","period='(-inf-0.202128]'_vicprice='(0.003067-0.003466]'"
"period_vicprice_class","class=DOWN","0.5754579563010375","0.7592289416659203","0.030369157666636816","0.02955392951985869","0.1195357833655706","period='(-inf-0.202128]'_vicprice='(0.003466-0.003468]'","0.0029717390309814615","period='(0.414894-0.606383]'_vicprice='(0.003067-0.003466]'"
"day_vicdemand_class","class=UP","0.42454204369896276","0.7819116135662901","0.022340331816179695","0.018795907031457504","0.06772867420349435","day=1_vicdemand='(0.422877-0.423006]'","8.941721018304229E-4","day=1_vicdemand='(0.540782-inf)'"
"day_vicdemand_class","class=DOWN","0.5754579563010375","0.7594584139264989","0.021698811826471414","0.018787450406646894","0.05833655705996132","day=2_vicdemand='(0.422877-0.423006]'","7.605141075366947E-5","day=1_vicdemand='(0.540782-inf)'"
"period_vicdemand_class","class=UP","0.42454204369896276","0.78191161356629","0.031276464542651594","0.0285000349513941","0.1039054470709147","period='(0.606383-0.819149]'_vicdemand='(0.422877-0.423006]'","0.0012109731528894285","period='(-inf-0.202128]'_vicdemand='(0.540782-inf)'"
"period_vicdemand_class","class=DOWN","0.5754579563010375","0.7594584139264992","0.030378336557059935","0.029290587768259116","0.1195357833655706","period='(-inf-0.202128]'_vicdemand='(0.422877-0.423006]'","3.7959803960939875E-4","period='(-inf-0.202128]'_vicdemand='(0.540782-inf)'"
"vicdemand_transfer_class","class=UP","0.42454204369896276","0.7819116135662899","0.03554143698028592","0.0794971076090896","0.3909558067831449","vicdemand='(0.422877-0.423006]'_transfer='(0.414693-0.415132]'","0.0","vicdemand='(0.422877-0.423006]'_transfer='(0.415132-0.551974]'"
"vicdemand_transfer_class","class=DOWN","0.5754579563010375","0.7594597319548171","0.03452089690703712","0.07826567368766282","0.37969052224371375","vicdemand='(0.422877-0.423006]'_transfer='(0.414693-0.415132]'","6.590141589486259E-7","vicdemand='(0.423006-0.540782]'_transfer='(0.414693-0.415132]'"
"vicprice_vicdemand_class","class=UP","0.42454204369896276","0.7820143884892087","0.039100719424460396","0.0837996875189655","0.3909558067831449","vicprice='(0.003466-0.003468]'_vicdemand='(0.422877-0.423006]'","0.0","vicprice='(0.003466-0.003468]'_vicdemand='(-inf-0.335448]'"
"vicprice_vicdemand_class","class=DOWN","0.5754579563010375","0.7594584139264989","0.037972920696324984","0.08356368524561772","0.37969052224371375","vicprice='(0.003466-0.003468]'_vicdemand='(0.422877-0.423006]'","3.802570537683474E-5","vicprice='(0.003466-0.003468]'_vicdemand='(-inf-0.335448]'"
"vicprice_transfer_class","class=UP","0.42454204369896276","0.7820143884892088","0.034000625586487344","0.07858578135901341","0.3909558067831449","vicprice='(0.003466-0.003468]'_transfer='(0.414693-0.415132]'","0.0","vicprice='(0.003466-0.003468]'_transfer='(0.6875-inf)'"
"vicprice_transfer_class","class=DOWN","0.5754579563010375","0.7594623680114526","0.03302010295701969","0.07756011425295453","0.37969052224371375","vicprice='(0.003466-0.003468]'_transfer='(0.414693-0.415132]'","0.0","vicprice='(0.003067-0.003466]'_transfer='(0.414693-0.415132]'"
"nswprice_vicprice_class","class=UP","0.42454204369896276","0.7820143884892087","0.031280575539568305","0.056276144596583436","0.23211716341212743","nswprice='(0.077804-inf)'_vicprice='(0.003466-0.003468]'","0.0","nswprice='(-inf-0.03223]'_vicprice='(0.003466-0.003468]'"
"nswprice_vicprice_class","class=DOWN","0.5754579563010375","0.7600446776295435","0.03040178710518174","0.055697687132485976","0.22152254041720598","nswprice='(-inf-0.03223]'_vicprice='(-inf-0.002058]'","3.802570537683474E-5","nswprice='(-inf-0.03223]'_vicprice='(0.003067-0.003466]'"
"nswdemand_vicdemand_class","class=UP","0.42454204369896276","0.7872109549894276","0.032800456457892785","0.030344070670084072","0.10405960945529291","nswdemand='(0.481628-0.559135]'_vicdemand='(0.422877-0.423006]'","3.681885125184094E-4","nswdemand='(0.276331-0.397129]'_vicdemand='(0.540782-inf)'"
"nswdemand_vicdemand_class","class=DOWN","0.5754579563010375","0.7612800879313176","0.03172000366380495","0.0350000733424747","0.12634429400386848","nswdemand='(-inf-0.276331]'_vicdemand='(0.422877-0.423006]'","3.604866289998885E-5","nswdemand='(0.559135-inf)'_vicdemand='(-inf-0.335448]'"
"nswprice_vicdemand_class","class=UP","0.42454204369896276","0.7819116135662899","0.031276464542651566","0.04900228659570097","0.23211716341212743","nswprice='(0.077804-inf)'_vicdemand='(0.422877-0.423006]'","0.0","nswprice='(-inf-0.03223]'_vicdemand='(0.422877-0.423006]'"
"nswprice_vicdemand_class","class=DOWN","0.5754579563010375","0.765279697818472","0.03061118791273888","0.04411027929626561","0.16444874274661508","nswprice='(0.043518-0.056848]'_vicdemand='(0.422877-0.423006]'","2.2815423226100844E-4","nswprice='(0.077804-inf)'_vicdemand='(-inf-0.335448]'"
"nswdemand_vicprice_class","class=UP","0.42454204369896276","0.7841965770955717","0.03136786308382288","0.030161905880226","0.10405960945529291","nswdemand='(0.481628-0.559135]'_vicprice='(0.003466-0.003468]'","7.889753839680202E-4","nswdemand='(-inf-0.276331]'_vicprice='(0.003067-0.003466]'"
"nswdemand_vicprice_class","class=DOWN","0.5754579563010375","0.7744183824938774","0.030976735299755122","0.03252356520147026","0.12634429400386848","nswdemand='(-inf-0.276331]'_vicprice='(0.003466-0.003468]'","5.11006639714753E-4","nswdemand='(0.559135-inf)'_vicprice='(0.003067-0.003466]'"
"date_day_class","class=UP","0.42454204369896276","0.8215809174667419","0.023473740499049756","0.01130294969052651","0.03699897225077081","date='(0.026747-0.442967]'_day=1","5.892529822134306E-4","date='(0.442967-0.471594]'_day=6"
"date_day_class","class=DOWN","0.5754579563010375","0.8034058087096663","0.022954451677419035","0.010914299441220006","0.03187620889748549","date='(-inf-0.026747]'_day=3","6.952305174158513E-5","date='(0.442967-0.471594]'_day=5"
"date_period_class","class=UP","0.42454204369896276","0.8335050789580836","0.033340203158323325","0.019007532363066442","0.05673175745118191","date='(0.026747-0.442967]'_period='(0.414894-0.606383]'","8.479309546261561E-4","date='(0.442967-0.471594]'_period='(0.606383-0.819149]'"
"date_period_class","class=DOWN","0.5754579563010375","0.8089293653031693","0.032357174612126754","0.017676495931756634","0.06541586073500967","date='(0.026747-0.442967]'_period='(-inf-0.202128]'","0.0011655548009255022","date='(0.442967-0.471594]'_period='(0.606383-0.819149]'"
"date_transfer_class","class=UP","0.42454204369896276","0.8335114361698104","0.039691020769990995","0.05578899817347405","0.19804727646454265","date='(-inf-0.026747]'_transfer='(0.414693-0.415132]'","5.6231051346593655E-5","date='(0.442967-0.471594]'_transfer='(0.414693-0.415132]'"
"date_transfer_class","class=DOWN","0.5754579563010375","0.832749014310463","0.039654714967164946","0.054819364194765866","0.2018181818181818","date='(-inf-0.026747]'_transfer='(0.414693-0.415132]'","3.5389648741040254E-5","date='(0.442967-0.471594]'_transfer='(0.414693-0.415132]'"
"date_vicprice_class","class=UP","0.42454204369896276","0.8363449362538162","0.041817246812690785","0.0656633799219456","0.19804727646454265","date='(-inf-0.026747]'_vicprice='(0.003466-0.003468]'","0.0","date='(0.889275-inf)'_vicprice='(0.003466-0.003468]'"
"date_vicprice_class","class=DOWN","0.5754579563010375","0.8624495056143446","0.04312247528071725","0.06116561465856814","0.2018181818181818","date='(-inf-0.026747]'_vicprice='(0.003466-0.003468]'","0.0","date='(0.442967-0.471594]'_vicprice='(0.003466-0.003468]'"
"date_vicdemand_class","class=UP","0.42454204369896276","0.8730479954349162","0.04594989449657459","0.057190807797810966","0.19804727646454265","date='(-inf-0.026747]'_vicdemand='(0.422877-0.423006]'","0.0","date='(0.442967-0.471594]'_vicdemand='(0.422877-0.423006]'"
"date_vicdemand_class","class=DOWN","0.5754579563010375","0.8455107470057881","0.04450056563188361","0.05608855760999805","0.2018181818181818","date='(-inf-0.026747]'_vicdemand='(0.422877-0.423006]'","3.868471953578336E-5","date='(0.442967-0.471594]'_vicdemand='(0.422877-0.423006]'"
"date_nswdemand_class","class=UP","0.42454204369896276","0.8977907175627056","0.035911628702508226","0.018907730797776582","0.07831895644855881","date='(0.889275-inf)'_nswdemand='(0.559135-inf)'","0.002185594255502394","date='(0.442967-0.471594]'_nswdemand='(-inf-0.276331]'"
"date_nswdemand_class","class=DOWN","0.5754579563010375","0.8596527495527015","0.03438610998210809","0.018044473979720393","0.07911025145067699","date='(0.026747-0.442967]'_nswdemand='(-inf-0.276331]'","0.0016634429400386847","date='(0.026747-0.442967]'_nswdemand='(0.559135-inf)'"
"date_nswprice_class","class=UP","0.42454204369896276","0.8477260102290562","0.03390904040916226","0.04116234481614573","0.13423101199242585","date='(0.889275-inf)'_nswprice='(0.077804-inf)'","0.0","date='(-inf-0.026747]'_nswprice='(-inf-0.03223]'"
"date_nswprice_class","class=DOWN","0.5754579563010375","0.9005712917251214","0.03602285166900486","0.037121562106749405","0.15719826602783482","date='(0.471594-0.889275]'_nswprice='(-inf-0.03223]'","1.160541586073501E-4","date='(-inf-0.026747]'_nswprice='(-inf-0.03223]'"
