"attribute_subset","conditioned_value","probability_of_condition","drift","mean","sd","max_value","max_attribute","min_value","min_attribute"
"date_day_period_nswprice_nswdemand_vicprice_vicdemand_transfer_class","class=UP","0.4245199735157802","0.9736865381069519","1.0250410970703449E-4","2.5077156286349084E-4","0.003751284686536485","date='(-inf-0.026747]'_day=1_period='(0.606383-0.819149]'_nswprice='(0.077804-inf)'_nswdemand='(0.559135-inf)'_vicprice='(0.003466-0.003468]'_vicdemand='(0.422877-0.423006]'_transfer='(0.414693-0.415132]'","0.0","date='(0.471594-0.889275]'_day=1_period='(-inf-0.202128]'_nswprice='(-inf-0.03223]'_nswdemand='(-inf-0.276331]'_vicprice='(-inf-0.002058]'_vicdemand='(-inf-0.335448]'_transfer='(-inf-0.414693]'"
"date_day_period_nswprice_nswdemand_vicprice_vicdemand_transfer_class","class=DOWN","0.5754800264842198","0.9622506269720018","1.0130020286049329E-4","2.663131250488231E-4","0.006387832699619772","date='(0.471594-0.889275]'_day=1_period='(-inf-0.202128]'_nswprice='(-inf-0.03223]'_nswdemand='(-inf-0.276331]'_vicprice='(-inf-0.002058]'_vicdemand='(-inf-0.335448]'_transfer='(0.6875-inf)'","0.0","date='(0.442967-0.471594]'_day=4_period='(0.414894-0.606383]'_nswprice='(0.043518-0.056848]'_nswdemand='(0.559135-inf)'_vicprice='(0.003468-inf)'_vicdemand='(0.540782-inf)'_transfer='(0.415132-0.551974]'"
