"points","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"28944","0.15178571428571425","0.15773809523809523","0.18623970467855383","0.2141111978794356","0.20953753738453718","0.15644890708221276","0.16220086859834587"
"28992","0.125","0.10714285714285715","0.20267949441808442","0.20696104186427344","0.17311905900294303","0.15865613411393256","0.21196134619570228"
"29040","0.11011904761904762","0.10416666666666669","0.2734326110506243","0.19655572065042431","0.2955455795317277","0.06846468498494039","0.19035937529569885"
"29088","0.14285714285714285","0.09523809523809523","0.2734974078564232","0.2021134265769589","0.2939567013021732","0.057396703526011984","0.16112305783847578"
"29136","0.11607142857142855","0.0863095238095238","0.18361131377381262","0.10921193350517558","0.20469011416312818","0.0813586302178047","0.2162450634534672"
"29184","0.11309523809523808","0.0654761904761905","0.1601663331340803","0.09419709462689464","0.19225870710601883","0.09625561339271019","0.20033461970061622"
"29232","0.12797619047619047","0.1279761904761905","0.19774625535238738","0.07017015492277423","0.169920869873008","0.09612511276913452","0.2954785234331279"
"29280","0.1607142857142857","0.07738095238095238","0.22105246199275316","0.07708332039620445","0.18143290280132487","0.13479311624621668","0.25910961356399176"
"29328","0.20535714285714285","0.12797619047619047","0.20206704328584704","0.11770870266358384","0.19173502521202682","0.12085394684821826","0.2988969770054737"
"29376","0.1994047619047619","0.12202380952380953","0.1516512191432872","0.21101206628525598","0.15910963731042155","0.1604952696036488","0.2736621903067027"
"29424","0.1994047619047619","0.1339285714285714","0.09771388042517147","0.29771387556788204","0.10753195098634233","0.19065704184714863","0.18474643719027728"
"29472","0.24107142857142855","0.13392857142857145","0.08402923013008176","0.39196583148066205","0.10331056104698064","0.22253621413886618","0.18994441261271772"
"29520","0.2738095238095238","0.05952380952380952","0.0736991867254535","0.35683915549632333","0.10515744270415378","0.1990693986068749","0.11664512358467251"
"29568","0.32142857142857145","0.11904761904761904","0.031132018391675557","0.2532447363937847","0.031365225503651124","0.26288271093373833","0.1524676145944779"
"29616","0.29761904761904756","0.11309523809523808","0.06694082106375128","0.14733121205417327","0.016723460695221074","0.13932794192294698","0.12761432705193318"
"29664","0.26190476190476186","0.14285714285714288","0.1132019313075187","0.14076115805244474","0.06101831934830985","0.14246038848829912","0.12875248380841017"
"29712","0.27976190476190477","0.18452380952380953","0.1461523491096484","0.1955457238692607","0.0995101195290571","0.2075955905157903","0.1440895084478232"
