"points","day_period_nswprice_nswdemand_vicprice_vicdemand_transfer"
"336","0.7886904761904743"
"384","0.6994047619047603"
"432","0.6309523809523796"
"480","0.5803571428571417"
"528","0.5714285714285704"
"576","0.5446428571428561"
"624","0.5297619047619038"
"672","0.5624999999999989"
"720","0.627976190476189"
"768","0.672619047619046"
"816","0.6636904761904746"
"864","0.6696428571428555"
"912","0.7023809523809507"
"960","0.717261904761903"
"1008","0.7589285714285696"
"1056","0.7261904761904745"
"1104","0.6517857142857127"
"1152","0.6190476190476176"
"1200","0.5863095238095225"
"1248","0.5267857142857132"
"1296","0.5029761904761896"
"1344","0.4910714285714276"
"1392","0.5327380952380943"
"1440","0.6309523809523797"
"1488","0.723214285714284"
"1536","0.8065476190476171"
"1584","0.8571428571428549"
"1632","0.8630952380952358"
"1680","0.8511904761904739"
"1728","0.8244047619047599"
"1776","0.806547619047617"
"1824","0.8035714285714265"
"1872","0.8005952380952364"
"1920","0.8214285714285696"
"1968","0.8541666666666647"
"2016","0.8779761904761885"
"2064","0.8809523809523788"
"2112","0.8749999999999978"
"2160","0.8749999999999977"
"2208","0.8601190476190452"
"2256","0.8482142857142835"
"2304","0.8035714285714266"
"2352","0.7648809523809506"
"2400","0.7827380952380933"
"2448","0.755952380952379"
"2496","0.6904761904761889"
"2544","0.6428571428571415"
"2592","0.6726190476190461"
"2640","0.7083333333333317"
"2688","0.6904761904761889"
"2736","0.6517857142857129"
"2784","0.6458333333333318"
"2832","0.678571428571427"
"2880","0.7142857142857126"
"2928","0.7113095238095222"
"2976","0.7083333333333317"
"3024","0.7142857142857127"
"3072","0.7261904761904746"
"3120","0.7232142857142841"
"3168","0.7261904761904746"
"3216","0.7529761904761888"
"3264","0.7470238095238079"
"3312","0.7499999999999983"
"3360","0.7708333333333316"
"3408","0.8124999999999982"
"3456","0.8660714285714266"
"3504","0.8422619047619029"
"3552","0.8244047619047603"
"3600","0.7619047619047605"
"3648","0.7023809523809512"
"3696","0.6785714285714275"
"3744","0.6547619047619035"
"3792","0.5863095238095227"
"3840","0.5714285714285703"
"3888","0.5624999999999989"
"3936","0.595238095238094"
"3984","0.6130952380952369"
"4032","0.6458333333333319"
"4080","0.6160714285714274"
"4128","0.6309523809523796"
"4176","0.6755952380952367"
"4224","0.7053571428571414"
"4272","0.735119047619046"
"4320","0.7946428571428554"
"4368","0.8005952380952364"
"4416","0.8244047619047601"
"4464","0.8452380952380932"
"4512","0.8601190476190456"
"4560","0.8660714285714265"
"4608","0.8601190476190456"
"4656","0.8333333333333314"
"4704","0.8392857142857124"
"4752","0.8660714285714266"
"4800","0.8898809523809503"
"4848","0.9017857142857122"
"4896","0.8898809523809503"
"4944","0.8422619047619029"
"4992","0.8214285714285696"
"5040","0.8244047619047601"
"5088","0.8095238095238076"
"5136","0.8095238095238076"
"5184","0.8065476190476173"
"5232","0.8035714285714268"
"5280","0.8482142857142839"
"5328","0.8898809523809504"
"5376","0.8928571428571408"
"5424","0.8958333333333313"
"5472","0.9107142857142836"
"5520","0.9136904761904738"
"5568","0.9226190476190452"
"5616","0.9255952380952357"
"5664","0.9166666666666642"
"5712","0.8749999999999978"
"5760","0.8541666666666646"
"5808","0.8065476190476172"
"5856","0.7291666666666651"
"5904","0.6607142857142843"
"5952","0.6279761904761891"
"6000","0.5833333333333321"
"6048","0.5714285714285703"
"6096","0.5654761904761894"
"6144","0.607142857142856"
"6192","0.6815476190476175"
"6240","0.7380952380952364"
"6288","0.7827380952380932"
"6336","0.7648809523809506"
"6384","0.7797619047619029"
"6432","0.7559523809523792"
"6480","0.6607142857142843"
"6528","0.6279761904761892"
"6576","0.5922619047619035"
"6624","0.5327380952380941"
"6672","0.5357142857142846"
"6720","0.5595238095238083"
"6768","0.589285714285713"
"6816","0.63392857142857"
"6864","0.6130952380952367"
"6912","0.5922619047619034"
"6960","0.595238095238094"
"7008","0.6279761904761891"
"7056","0.6428571428571416"
"7104","0.6458333333333319"
"7152","0.6636904761904748"
"7200","0.6339285714285701"
"7248","0.6636904761904748"
"7296","0.6785714285714272"
"7344","0.6517857142857131"
"7392","0.6309523809523797"
"7440","0.6488095238095225"
"7488","0.6607142857142845"
"7536","0.6994047619047605"
"7584","0.7261904761904747"
"7632","0.7559523809523794"
"7680","0.7678571428571412"
"7728","0.7648809523809509"
"7776","0.7261904761904748"
"7824","0.714285714285713"
"7872","0.6874999999999988"
"7920","0.6279761904761895"
"7968","0.5773809523809512"
"8016","0.5476190476190465"
"8064","0.5238095238095227"
"8112","0.5059523809523799"
"8160","0.499999999999999"
"8208","0.49404761904761807"
"8256","0.5029761904761896"
"8304","0.4672619047619038"
"8352","0.4851190476190466"
"8400","0.4613095238095229"
"8448","0.494047619047618"
"8496","0.49702380952380854"
"8544","0.5059523809523799"
"8592","0.5208333333333324"
"8640","0.5267857142857132"
"8688","0.5565476190476178"
"8736","0.6101190476190463"
"8784","0.6160714285714274"
"8832","0.5982142857142846"
"8880","0.613095238095237"
"8928","0.6339285714285703"
"8976","0.6904761904761891"
"9024","0.702380952380951"
"9072","0.7172619047619033"
"9120","0.7232142857142844"
"9168","0.7142857142857129"
"9216","0.7410714285714272"
"9264","0.7321428571428558"
"9312","0.6726190476190465"
"9360","0.6488095238095227"
"9408","0.624999999999999"
"9456","0.6279761904761895"
"9504","0.6309523809523799"
"9552","0.6071428571428561"
"9600","0.6041666666666655"
"9648","0.6904761904761892"
"9696","0.6845238095238082"
"9744","0.6874999999999987"
"9792","0.6874999999999987"
"9840","0.7142857142857129"
"9888","0.7232142857142844"
"9936","0.7410714285714272"
"9984","0.7113095238095223"
"10032","0.690476190476189"
"10080","0.6815476190476176"
"10128","0.6339285714285703"
"10176","0.6309523809523798"
"10224","0.6249999999999989"
"10272","0.6101190476190466"
"10320","0.6160714285714274"
"10368","0.6339285714285702"
"10416","0.6488095238095225"
"10464","0.6636904761904749"
"10512","0.6130952380952369"
"10560","0.6071428571428559"
"10608","0.5892857142857132"
"10656","0.5416666666666659"
"10704","0.5446428571428563"
"10752","0.5714285714285706"
"10800","0.6041666666666656"
"10848","0.6815476190476178"
"10896","0.7291666666666654"
"10944","0.7619047619047606"
"10992","0.8035714285714272"
"11040","0.8303571428571414"
"11088","0.8363095238095223"
"11136","0.854166666666665"
"11184","0.8244047619047603"
"11232","0.8035714285714269"
"11280","0.8035714285714269"
"11328","0.7886904761904746"
"11376","0.7738095238095224"
"11424","0.7589285714285701"
"11472","0.7589285714285701"
"11520","0.7797619047619034"
"11568","0.7708333333333318"
"11616","0.7261904761904748"
"11664","0.7053571428571417"
"11712","0.7053571428571417"
"11760","0.6726190476190465"
"11808","0.6785714285714274"
"11856","0.6517857142857131"
"11904","0.6547619047619035"
"11952","0.6904761904761892"
"12000","0.708333333333332"
"12048","0.7053571428571416"
"12096","0.7410714285714272"
"12144","0.7053571428571416"
"12192","0.7202380952380939"
"12240","0.7351190476190463"
"12288","0.7053571428571418"
"12336","0.6904761904761894"
"12384","0.6785714285714274"
"12432","0.6964285714285702"
"12480","0.6874999999999988"
"12528","0.6964285714285703"
"12576","0.6607142857142846"
"12624","0.6815476190476178"
"12672","0.708333333333332"
"12720","0.6994047619047606"
"12768","0.6815476190476178"
"12816","0.657738095238094"
"12864","0.6101190476190465"
"12912","0.6160714285714274"
"12960","0.6101190476190465"
"13008","0.5982142857142846"
"13056","0.6279761904761894"
"13104","0.6279761904761895"
"13152","0.6547619047619038"
"13200","0.675595238095237"
"13248","0.6666666666666655"
"13296","0.6339285714285704"
"13344","0.6279761904761895"
"13392","0.6101190476190467"
"13440","0.5386904761904754"
"13488","0.5178571428571421"
"13536","0.5297619047619039"
"13584","0.5089285714285706"
"13632","0.5029761904761896"
"13680","0.5208333333333324"
"13728","0.5446428571428561"
"13776","0.5267857142857133"
"13824","0.5327380952380942"
"13872","0.47619047619047544"
"13920","0.5089285714285706"
"13968","0.5565476190476181"
"14016","0.56845238095238"
"14064","0.5922619047619038"
"14112","0.6309523809523798"
"14160","0.6458333333333323"
"14208","0.7261904761904748"
"14256","0.7470238095238082"
"14304","0.7261904761904748"
"14352","0.708333333333332"
"14400","0.6249999999999988"
"14448","0.6428571428571416"
"14496","0.6577380952380939"
"14544","0.6190476190476178"
"14592","0.5684523809523799"
"14640","0.6071428571428561"
"14688","0.6101190476190465"
"14736","0.6607142857142847"
"14784","0.6726190476190463"
"14832","0.6696428571428559"
"14880","0.6964285714285701"
"14928","0.7499999999999986"
"14976","0.7321428571428558"
"15024","0.6815476190476178"
"15072","0.6607142857142845"
"15120","0.6220238095238084"
"15168","0.5952380952380942"
"15216","0.5773809523809514"
"15264","0.574404761904761"
"15312","0.5982142857142848"
"15360","0.6458333333333323"
"15408","0.6666666666666656"
"15456","0.7261904761904748"
"15504","0.7321428571428558"
"15552","0.7023809523809511"
"15600","0.6577380952380943"
"15648","0.6547619047619039"
"15696","0.6577380952380943"
"15744","0.6577380952380942"
"15792","0.6488095238095228"
"15840","0.681547619047618"
"15888","0.720238095238094"
"15936","0.7738095238095224"
"15984","0.7410714285714272"
"16032","0.7083333333333319"
"16080","0.684523809523808"
"16128","0.6488095238095223"
"16176","0.5952380952380939"
"16224","0.5803571428571416"
"16272","0.5535714285714274"
"16320","0.5476190476190465"
"16368","0.5416666666666655"
"16416","0.5267857142857133"
"16464","0.5595238095238084"
"16512","0.5773809523809512"
"16560","0.5595238095238084"
"16608","0.5148809523809514"
"16656","0.5238095238095228"
"16704","0.5327380952380942"
"16752","0.49107142857142766"
"16800","0.4374999999999992"
"16848","0.38095238095238043"
"16896","0.3690476190476185"
"16944","0.40476190476190405"
"16992","0.44047619047618974"
"17040","0.4553571428571422"
"17088","0.5829613095238095"
"17136","0.6633184523809523"
"17184","0.7682291666666667"
"17232","0.8452380952380949"
"17280","0.89360119047619"
"17328","0.9066220238095238"
"17376","0.9668898809523809"
"17472","0.9973958333333319"
"17520","0.9918154761904747"
"17568","0.9840029761904748"
"17616","0.9732142857142845"
"17664","0.9680059523809516"
"17712","0.9386160714285707"
"17760","0.9334077380952375"
"17808","0.9166666666666641"
"17856","0.9136904761904736"
"17904","0.8928571428571402"
"17952","0.8839285714285688"
"18000","0.8690476190476165"
"18048","0.8869047619047594"
"18096","0.8720238095238071"
"18144","0.8601190476190451"
"18192","0.8511904761904737"
"18240","0.866071428571426"
"18288","0.866071428571426"
"18336","0.8630952380952356"
"18384","0.872023809523807"
"18432","0.8898809523809498"
"18480","0.8869047619047594"
"18528","0.883928571428569"
"18576","0.8898809523809499"
"18624","0.8839285714285688"
"18672","0.9017857142857117"
"18720","0.9077380952380926"
"18768","0.8928571428571404"
"18816","0.9047619047619023"
"18864","0.9136904761904736"
"18912","0.9017857142857117"
"18960","0.8720238095238071"
"19008","0.8452380952380928"
"19056","0.8184523809523787"
"19104","0.8124999999999978"
"19152","0.8035714285714264"
"19200","0.7976190476190456"
"19248","0.7797619047619028"
"19296","0.8095238095238074"
